,genres
33329,"['Documentary', 'Music']"
33330,"['Animation', 'Fantasy']"
33331,"['Crime', 'Documentary', 'History']"
33332,"['Science Fiction', 'Animation']"
33333,['Drama']
33334,"['Crime', 'Drama', 'Thriller']"
33335,['Drama']
33336,"['Drama', 'Action', 'Family']"
33337,"['Action', 'Thriller']"
33338,"['Crime', 'Comedy']"
33339,"['Animation', 'Comedy', 'Science Fiction']"
33340,"['Drama', 'Foreign']"
33341,"['Adventure', 'Comedy', 'Fantasy']"
33342,['Comedy']
33343,"['Action', 'Thriller']"
33344,"['Action', 'Thriller']"
33345,"['Thriller', 'Action', 'Crime']"
33346,['Documentary']
33347,"['Comedy', 'Foreign']"
33348,['Comedy']
33349,"['TV Movie', 'Action', 'Adventure']"
33350,"['Drama', 'Romance']"
33351,['Adventure']
33352,"['Romance', 'TV Movie']"
33353,['TV Movie']
33354,"['Crime', 'Comedy']"
33355,"['Comedy', 'Drama', 'Thriller']"
33356,"['Horror', 'Science Fiction', 'Thriller']"
33357,['Documentary']
33358,"['TV Movie', 'Animation', 'Family']"
33359,['Drama']
33360,['Comedy']
33361,"['Action', 'Comedy', 'Foreign']"
33362,['Western']
33363,"['Fantasy', 'Drama', 'Animation', 'War']"
33364,['Drama']
33365,"['Drama', 'Romance', 'Foreign']"
33366,['Comedy']
33367,['Horror']
33368,['Documentary']
33369,"['Comedy', 'Romance']"
33370,['Comedy']
33371,"['History', 'Action', 'Adventure', 'Drama']"
33372,"['Science Fiction', 'Horror', 'Mystery']"
33373,['Horror']
33374,"['Fantasy', 'Action', 'Thriller', 'Science Fiction']"
33375,['Documentary']
33376,"['Animation', 'Fantasy']"
33377,"['Animation', 'Fantasy', 'Mystery', 'Horror']"
33378,['Documentary']
33379,"['Horror', 'TV Movie']"
33380,['Documentary']
33381,['Thriller']
33382,"['Thriller', 'Crime', 'Drama']"
33383,"['Action', 'Crime', 'Thriller']"
33384,['Documentary']
33385,"['Comedy', 'Western']"
33386,"['Thriller', 'Horror', 'Comedy', 'Drama']"
33387,"['Romance', 'Drama']"
33388,['Thriller']
33389,"['Drama', 'Comedy', 'Crime']"
33390,"['Crime', 'Mystery', 'Thriller']"
33391,"['Comedy', 'Drama', 'Family']"
33392,"['Drama', 'Romance']"
33393,"['Drama', 'Romance']"
33394,"['Action', 'Foreign']"
33395,"['Comedy', 'Crime', 'Romance']"
33396,['Drama']
33397,['Western']
33398,"['Action', 'Drama']"
33399,"['Drama', 'Romance']"
33400,"['Science Fiction', 'Drama', 'Fantasy']"
33401,"['Action', 'Drama', 'Science Fiction']"
33402,"['Music', 'Animation', 'Family']"
33403,"['Fantasy', 'Drama']"
33404,['Drama']
33405,"['Action', 'Comedy', 'Crime']"
33406,"['Drama', 'Family']"
33407,['Drama']
33408,"['Drama', 'Romance']"
33409,['Horror']
33410,"['Horror', 'Mystery', 'Thriller']"
33411,"['Crime', 'Drama', 'Mystery', 'Thriller']"
33412,"['Comedy', 'Crime', 'Thriller']"
33413,"['Drama', 'Thriller']"
33414,['Drama']
33415,['Comedy']
33416,"['Family', 'Adventure', 'Comedy']"
33417,"['Drama', 'Comedy']"
33418,['Family']
33419,"['Comedy', 'Drama', 'Science Fiction']"
33420,"['Action', 'Adventure', 'Horror']"
33421,"['Science Fiction', 'Horror']"
33422,"['Science Fiction', 'Horror']"
33423,"['Horror', 'Mystery', 'Thriller']"
33424,"['Drama', 'Family', 'TV Movie']"
33425,['Comedy']
33426,['Comedy']
33427,['Comedy']
33428,['Comedy']
33429,['Comedy']
33430,['Comedy']
33431,['Comedy']
33432,"['Comedy', 'Family']"
33433,"['Romance', 'Comedy']"
33434,['Comedy']
33435,['Comedy']
33436,"['Drama', 'War']"
33437,"['Comedy', 'Fantasy', 'Romance']"
33438,['Drama']
33439,['Drama']
33440,['Documentary']
33441,['Documentary']
33442,['Music']
33443,['Music']
33444,['Documentary']
33445,"['Comedy', 'Documentary', 'Music', 'TV Movie']"
33446,['Music']
33447,['Music']
33448,['Comedy']
33449,['Comedy']
33450,['Comedy']
33451,"['Drama', 'History']"
33452,"['Fantasy', 'Drama']"
33453,"['Science Fiction', 'Animation']"
33454,"['Drama', 'TV Movie']"
33455,"['Drama', 'Thriller']"
33456,['Documentary']
33457,['Documentary']
33458,['Documentary']
33459,"['Crime', 'Drama']"
33460,"['Fantasy', 'Family']"
33461,['Documentary']
33462,"['Thriller', 'Action', 'Horror']"
33463,"['Horror', 'Comedy']"
33464,['Comedy']
33465,['Comedy']
33466,['Documentary']
33467,"['Drama', 'Romance']"
33468,"['Romance', 'Drama', 'Family']"
33469,"['Family', 'Fantasy', 'TV Movie', 'Romance', 'Drama']"
33470,"['Comedy', 'TV Movie', 'Romance']"
33471,"['Family', 'TV Movie']"
33472,"['Family', 'Romance', 'TV Movie']"
33473,"['TV Movie', 'Mystery']"
33474,"['Comedy', 'Horror']"
33475,"['TV Movie', 'Mystery']"
33476,"['Romance', 'TV Movie']"
33477,"['Romance', 'TV Movie']"
33478,"['Romance', 'Drama']"
33479,"['Family', 'TV Movie']"
33480,"['Romance', 'TV Movie']"
33481,"['Drama', 'TV Movie']"
33482,"['Family', 'TV Movie']"
33483,"['Romance', 'TV Movie', 'Comedy']"
33484,"['Drama', 'TV Movie']"
33485,"['Romance', 'TV Movie']"
33486,"['Romance', 'Music', 'TV Movie', 'Comedy']"
33487,"['Fantasy', 'Family']"
33488,['Drama']
33489,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
33490,"['Animation', 'Science Fiction']"
33491,"['Animation', 'Action', 'Science Fiction']"
33492,"['Animation', 'Science Fiction']"
33493,"['Drama', 'Romance']"
33494,"['Comedy', 'Romance']"
33495,['Documentary']
33496,['Drama']
33497,"['Comedy', 'Romance']"
33498,['Comedy']
33499,"['Drama', 'Foreign', 'Romance']"
33500,['Romance']
33501,['Documentary']
33502,"['Drama', 'Romance']"
33503,"['Family', 'Drama', 'Comedy', 'Romance']"
33504,['Drama']
33505,"['Romance', 'Drama']"
33506,"['Comedy', 'Drama']"
33507,"['Thriller', 'Drama']"
33508,['Documentary']
33509,['Drama']
33510,"['Mystery', 'Drama', 'Fantasy']"
33511,"['Thriller', 'Romance', 'Foreign']"
33512,['Horror']
33513,['Action']
33514,"['Comedy', 'Romance']"
33515,"['Romance', 'Drama']"
33516,"['Thriller', 'Romance']"
33517,['Romance']
33518,"['Comedy', 'Romance']"
33519,"['Crime', 'Drama', 'Thriller']"
33520,['Drama']
33521,"['Thriller', 'Crime', 'Drama', 'Mystery']"
33522,"['Comedy', 'Romance', 'Foreign']"
33523,"['Comedy', 'Drama', 'Family']"
33524,"['Fantasy', 'Drama', 'Action', 'Comedy', 'Thriller', 'Family']"
33525,"['Drama', 'Romance']"
33526,"['Romance', 'Comedy']"
33527,"['Crime', 'Drama', 'Horror', 'Mystery', 'Romance']"
33528,"['Action', 'Comedy']"
33529,['Drama']
33530,"['Romance', 'Drama', 'Comedy']"
33531,"['Comedy', 'Romance', 'Fantasy']"
33532,"['Comedy', 'Romance']"
33533,"['Horror', 'Romance', 'Comedy']"
33534,"['Comedy', 'Drama', 'Romance']"
33535,"['Comedy', 'Romance']"
33536,"['TV Movie', 'Romance']"
33537,['Comedy']
33538,['Comedy']
33539,['Comedy']
33540,"['Thriller', 'Action', 'Science Fiction']"
33541,['Horror']
33542,"['Drama', 'Romance']"
33543,"['Action', 'Crime', 'Mystery', 'Thriller']"
33544,"['Action', 'History', 'Drama']"
33545,['Documentary']
33546,"['Comedy', 'Romance']"
33547,"['Drama', 'Romance']"
33548,"['Animation', 'Family']"
33549,"['Comedy', 'Romance']"
33550,"['Drama', 'Family']"
33551,"['Comedy', 'Drama']"
33552,"['Drama', 'Crime']"
33553,['Comedy']
33554,"['Comedy', 'Drama', 'Romance']"
33555,['Comedy']
33556,"['Adventure', 'Thriller']"
33557,"['Drama', 'Family']"
33558,"['Comedy', 'Romance']"
33559,"['Comedy', 'Drama']"
33560,"['Drama', 'Romance']"
33561,"['Comedy', 'Fantasy']"
33562,"['Animation', 'Fantasy', 'Family']"
33563,"['TV Movie', 'Family']"
33564,['Comedy']
33565,"['Romance', 'Comedy']"
33566,['Drama']
33567,"['Drama', 'Romance']"
33568,"['Comedy', 'Fantasy', 'Family']"
33569,['Comedy']
33570,"['Drama', 'Thriller']"
33571,"['Comedy', 'Romance']"
33572,['Drama']
33573,"['Romance', 'Action', 'Drama']"
33574,['Drama']
33575,"['Comedy', 'Drama', 'Romance']"
33576,"['Romance', 'Comedy', 'Drama']"
33577,"['Drama', 'Romance']"
33578,"['War', 'History', 'Romance']"
33579,"['Drama', 'Horror', 'Science Fiction']"
33580,"['Comedy', 'Action']"
33581,"['Action', 'Drama', 'Thriller']"
33582,"['Romance', 'Drama']"
33583,"['Crime', 'Drama']"
33584,"['History', 'Adventure', 'Drama']"
33585,"['Drama', 'Horror', 'Thriller']"
33586,"['Drama', 'Crime']"
33587,"['Romance', 'Comedy', 'Drama']"
33588,"['Drama', 'Comedy']"
33589,['Drama']
33590,['Drama']
33591,"['History', 'Drama']"
33592,['Documentary']
33593,"['Family', 'Drama']"
33594,"['Drama', 'History']"
33595,"['Thriller', 'TV Movie', 'Science Fiction', 'Drama']"
33596,['Drama']
33597,"['Drama', 'Foreign']"
33598,['Documentary']
33599,"['Action', 'Animation', 'Fantasy']"
33600,['Thriller']
33601,['Comedy']
33602,['Horror']
33603,"['Drama', 'Crime']"
33604,['Drama']
33605,"['Drama', 'Foreign', 'Romance']"
33606,"['Science Fiction', 'Action', 'Horror']"
33607,"['Romance', 'Drama']"
33608,"['Crime', 'Action', 'Drama']"
33609,"['Science Fiction', 'Horror']"
33610,['Drama']
33611,['Drama']
33612,"['Music', 'Comedy']"
33613,['Drama']
33614,['Drama']
33615,"['Action', 'Crime', 'Drama']"
33616,"['Action', 'Comedy', 'Romance', 'Science Fiction', 'Thriller']"
33617,['Comedy']
33618,"['Thriller', 'Drama', 'Fantasy', 'Horror']"
33619,"['Drama', 'Crime', 'Action', 'Thriller']"
33620,['TV Movie']
33621,['Drama']
33622,"['Action', 'Thriller', 'Drama']"
33623,"['Action', 'Animation', 'Romance']"
33624,['Comedy']
33625,['Comedy']
33626,['Comedy']
33627,"['Science Fiction', 'Mystery', 'Adventure']"
33628,"['Documentary', 'Music']"
33629,['Western']
33630,['Documentary']
33631,"['Thriller', 'Documentary', 'Drama']"
33632,"['Family', 'Fantasy', 'Mystery']"
33633,"['Horror', 'Science Fiction']"
33634,"['Romance', 'Drama']"
33635,"['Thriller', 'Crime']"
33636,"['Comedy', 'Romance']"
33637,"['Romance', 'Drama', 'Comedy']"
33638,"['Drama', 'Action', 'Foreign']"
33639,"['Comedy', 'Drama', 'Romance']"
33640,"['Romance', 'Comedy']"
33641,"['Drama', 'Foreign']"
33642,['Comedy']
33643,['Romance']
33644,"['Thriller', 'Horror', 'Science Fiction']"
33645,"['Romance', 'Foreign']"
33646,"['Comedy', 'Drama']"
33647,"['Comedy', 'Romance']"
33648,"['Romance', 'Comedy']"
33649,"['Action', 'Comedy']"
33650,"['Drama', 'Romance']"
33651,"['Drama', 'Romance']"
33652,"['Drama', 'Romance', 'Foreign']"
33653,['Comedy']
33654,"['Drama', 'Comedy', 'Romance']"
33655,"['Horror', 'Thriller', 'Foreign', 'Drama', 'Mystery']"
33656,"['Drama', 'Foreign']"
33657,"['Romance', 'Drama', 'Comedy']"
33658,['Drama']
33659,['Comedy']
33660,"['Documentary', 'Music']"
33661,['Documentary']
33662,"['Mystery', 'Family', 'Adventure', 'Fantasy']"
33663,['Horror']
33664,"['Romance', 'Horror', 'Comedy', 'Thriller']"
33665,['Drama']
33666,"['Comedy', 'Romance']"
33667,"['Action', 'Science Fiction']"
33668,"['Drama', 'Comedy', 'Crime']"
33669,"['TV Movie', 'Action', 'Horror', 'Science Fiction']"
33670,"['716', '801', '801', '3822']"
33671,"['War', 'Drama']"
33672,"['Documentary', 'History']"
33673,"['Drama', 'Romance']"
33674,['Drama']
33675,"['Fantasy', 'Action']"
33676,"['Drama', 'Romance']"
33677,"['Science Fiction', 'Action']"
33678,"['Comedy', 'Romance']"
33679,"['Action', 'Science Fiction', 'Thriller']"
33680,"['Comedy', 'Crime', 'Romance', 'Western']"
33681,"['Action', 'Western']"
33682,['Drama']
33683,['Drama']
33684,['Drama']
33685,"['Drama', 'Crime']"
33686,"['Science Fiction', 'Action', 'Comedy']"
33687,"['Drama', 'Comedy']"
33688,"['Comedy', 'Action', 'Adventure']"
33689,"['Action', 'Thriller', 'Romance', 'Crime']"
33690,['Drama']
33691,"['Drama', 'Romance']"
33692,['Drama']
33693,['Drama']
33694,"['Action', 'Crime', 'Drama', 'Thriller']"
33695,['Drama']
33696,"['Drama', 'Foreign', 'Horror', 'Thriller']"
33697,['Drama']
33698,"['Romance', 'Comedy']"
33699,['Drama']
33700,"['Thriller', 'Romance', 'Foreign']"
33701,['Drama']
33702,"['Drama', 'Foreign']"
33703,['Drama']
33704,"['Comedy', 'Drama']"
33705,"['Comedy', 'Drama']"
33706,"['Drama', 'History']"
33707,['Comedy']
33708,['Family']
33709,"['Horror', 'Thriller', 'Mystery']"
33710,['Drama']
33711,"['Drama', 'Action', 'Thriller']"
33712,['Drama']
33713,['Drama']
33714,"['Adventure', 'Thriller', 'Family', 'Science Fiction']"
33715,['Drama']
33716,['Drama']
33717,['Drama']
33718,"['Comedy', 'Drama', 'Romance']"
33719,"['Comedy', 'Drama', 'Foreign']"
33720,['Drama']
33721,['Drama']
33722,['Comedy']
33723,['Drama']
33724,['Drama']
33725,"['War', 'Romance', 'Drama', 'History']"
33726,"['Family', 'Mystery']"
33727,['Drama']
33728,"['Drama', 'Family', 'Fantasy']"
33729,"['History', 'Drama']"
33730,"['Comedy', 'Drama']"
33731,['Family']
33732,['Drama']
33733,"['Adventure', 'Action', 'Romance']"
33734,"['Adventure', 'Comedy']"
33735,"['Action', 'Crime']"
33736,['Comedy']
33737,['Drama']
33738,['Documentary']
33739,['Horror']
33740,['Documentary']
33741,['Horror']
33742,['Comedy']
33743,"['Drama', 'Mystery', 'Thriller']"
33744,['Drama']
33745,['Thriller']
33746,"['Crime', 'Drama', 'Thriller']"
33747,['Comedy']
33748,['Documentary']
33749,"['Action', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Music', 'Thriller']"
33750,"['TV Movie', 'Adventure', 'Comedy']"
33751,"['Drama', 'Family', 'TV Movie']"
33752,"['Family', 'Science Fiction']"
33753,"['Drama', 'Romance']"
33754,['Drama']
33755,['Thriller']
33756,"['Horror', 'Thriller', 'Mystery']"
33757,"['Romance', 'Comedy']"
33758,"['Comedy', 'Drama', 'Horror', 'Mystery']"
33759,['Horror']
33760,"['Romance', 'Drama']"
33761,"['Action', 'Drama', 'Western']"
33762,"['Drama', 'Foreign', 'Romance']"
33763,"['Animation', 'Action', 'Comedy', 'Family']"
33764,"['Documentary', 'Comedy']"
33765,['Documentary']
33766,"['Crime', 'Action', 'Comedy']"
33767,['Drama']
33768,"['Crime', 'Drama', 'Thriller']"
33769,['Thriller']
33770,['Action']
33771,"['Fantasy', 'Comedy', 'Animation']"
33772,"['Drama', 'Horror']"
33773,"['Science Fiction', 'Documentary', 'Drama']"
33774,['Drama']
33775,['Horror']
33776,"['Foreign', 'Drama']"
33777,"['Horror', 'Thriller']"
33778,"['Drama', 'Romance']"
33779,"['Fantasy', 'Romance']"
33780,['Drama']
33781,"['Drama', 'Crime']"
33782,"['Drama', 'Thriller']"
33783,['Drama']
33784,"['Crime', 'Horror', 'Mystery', 'Thriller']"
33785,"['Comedy', 'Drama']"
33786,"['Comedy', 'Romance']"
33787,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance', 'Thriller']"
33788,"['Drama', 'Family', 'Foreign']"
33789,"['Comedy', 'Drama', 'Family', 'Music', 'TV Movie']"
33790,['Action']
33791,"['TV Movie', 'Drama']"
33792,"['Drama', 'Romance']"
33793,"['Comedy', 'Romance']"
33794,"['Thriller', 'Action']"
33795,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']"
33796,['Documentary']
33797,"['Adventure', 'Fantasy', 'Science Fiction']"
33798,['Horror']
33799,"['Comedy', 'Romance']"
33800,"['Comedy', 'Family', 'Science Fiction']"
33801,['Comedy']
33802,"['Drama', 'Comedy']"
33803,['Drama']
33804,['Documentary']
33805,"['Adventure', 'Family', 'Animation', 'Fantasy']"
33806,['Drama']
33807,"['Animation', 'Drama', 'Romance']"
33808,"['Action', 'Animation', 'Drama', 'History']"
33809,"['Drama', 'Romance']"
33810,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']"
33811,"['Drama', 'History', 'War']"
33812,['Mystery']
33813,"['Drama', 'Animation', 'Fantasy']"
33814,"['Adventure', 'Animation', 'Fantasy']"
33815,['Documentary']
33816,"['Romance', 'Drama', 'History']"
33817,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
33818,['War']
33819,"['Action', 'Crime']"
33820,"['Thriller', 'Drama']"
33821,"['War', 'Adventure']"
33822,['Adventure']
33823,['Drama']
33824,['Drama']
33825,['War']
33826,['Drama']
33827,['Drama']
33828,"['Action', 'Crime', 'Drama']"
33829,['War']
33830,['Drama']
33831,['Animation']
33832,"['Action', 'Adventure', 'Thriller', 'Western']"
33833,"['Drama', 'Romance', 'Horror']"
33834,['Animation']
33835,['Horror']
33836,"['Drama', 'Action', 'Comedy', 'Foreign']"
33837,"['Action', 'Horror', 'Comedy']"
33838,"['Documentary', 'Music']"
33839,"['Fantasy', 'Adventure', 'Comedy', 'Family']"
33840,['Documentary']
33841,['Thriller']
33842,"['Horror', 'Science Fiction']"
33843,['Horror']
33844,"['Comedy', 'Documentary']"
33845,['Comedy']
33846,"['Drama', 'Comedy']"
33847,['Documentary']
33848,"['Drama', 'Mystery', 'Thriller']"
33849,['Drama']
33850,['Comedy']
33851,['Drama']
33852,['Drama']
33853,['Drama']
33854,"['Romance', 'Comedy', 'Drama']"
33855,['Documentary']
33856,"['Drama', 'Romance']"
33857,"['Drama', 'Science Fiction', 'Comedy']"
33858,"['Crime', 'Thriller']"
33859,"['Thriller', 'Crime']"
33860,"['Adventure', 'Comedy', 'Crime', 'Thriller']"
33861,['Comedy']
33862,"['Drama', 'Romance']"
33863,['Drama']
33864,"['Drama', 'Comedy']"
33865,['Thriller']
33866,['Documentary']
33867,['Comedy']
33868,['Animation']
33869,"['Crime', 'Comedy', 'Action']"
33870,['Documentary']
33871,['Drama']
33872,['Drama']
33873,['Drama']
33874,"['Documentary', 'Music']"
33875,['Drama']
33876,"['Drama', 'Fantasy', 'Science Fiction']"
33877,['Documentary']
33878,['Documentary']
33879,"['TV Movie', 'Action', 'Drama']"
33880,"['Drama', 'Romance']"
33881,['Documentary']
33882,"['Documentary', 'Music']"
33883,"['Thriller', 'Comedy', 'Crime', 'Drama']"
33884,['Documentary']
33885,"['Drama', 'Science Fiction', 'Thriller']"
33886,['Documentary']
33887,"['Horror', 'Comedy']"
33888,['Drama']
33889,['Documentary']
33890,['Action']
33891,"['Romance', 'Drama']"
33892,['Comedy']
33893,"['Action', 'Comedy', 'Crime']"
33894,['Comedy']
33895,"['Romance', 'Comedy']"
33896,"['Romance', 'Drama']"
33897,"['Science Fiction', 'Drama']"
33898,"['Drama', 'Thriller', 'TV Movie']"
33899,"['Thriller', 'Mystery']"
33900,"['Documentary', 'Music']"
33901,['Animation']
33902,"['Drama', 'Comedy', 'Music']"
33903,"['Romance', 'Drama']"
33904,"['Horror', 'Thriller']"
33905,['Thriller']
33906,['Documentary']
33907,"['Crime', 'Horror', 'Thriller']"
33908,"['Drama', 'Romance']"
33909,['Documentary']
33910,"['Comedy', 'Drama', 'Romance']"
33911,"['Comedy', 'Drama']"
33912,"['Crime', 'Drama']"
33913,"['Action', 'Adventure', 'History']"
33914,"['Horror', 'Science Fiction', 'Romance']"
33915,"['Comedy', 'Fantasy']"
33916,['Comedy']
33917,"['Thriller', 'Horror', 'Mystery']"
33918,"['Comedy', 'Horror']"
33919,"['Drama', 'Horror']"
33920,"['Comedy', 'Romance']"
33921,['Documentary']
33922,['Documentary']
33923,"['Action', 'Drama', 'History']"
33924,"['Documentary', 'Foreign', 'Music']"
33925,"['Action', 'Animation']"
33926,"['Horror', 'Thriller', 'Documentary']"
33927,['Comedy']
33928,['Drama']
33929,['Comedy']
33930,['Thriller']
33931,['Comedy']
33932,"['Drama', 'Music']"
33933,"['Action', 'Adventure', 'Animation']"
33934,"['Comedy', 'Action', 'Animation', 'Adventure']"
33935,['Drama']
33936,"['Comedy', 'TV Movie']"
33937,['Thriller']
33938,['Animation']
33939,"['Drama', 'Foreign']"
33940,"['War', 'Mystery', 'Drama']"
33941,"['Drama', 'Family', 'Fantasy']"
33942,"['Music', 'Drama']"
33943,"['Horror', 'Thriller', 'Science Fiction', 'Foreign']"
33944,['Drama']
33945,['Western']
33946,"['Action', 'Family', 'Thriller']"
33947,"['Action', 'Comedy', 'Crime']"
33948,"['Comedy', 'Crime', 'Drama']"
33949,"['Comedy', 'Drama']"
33950,['Mystery']
33951,"['Romance', 'Mystery']"
33952,['Horror']
33953,"['Comedy', 'Action']"
33954,['Drama']
33955,['Drama']
33956,"['Action', 'Comedy']"
33957,['Thriller']
33958,"['Drama', 'Family', 'Foreign']"
33959,['Drama']
33960,['Drama']
33961,['Documentary']
33962,['Documentary']
33963,['Documentary']
33964,"['Drama', 'Comedy']"
33965,"['Crime', 'Mystery', 'Thriller']"
33966,"['Mystery', 'Crime', 'Drama', 'Thriller']"
33967,"['Crime', 'Drama']"
33968,"['Horror', 'Drama', 'Mystery']"
33969,"['Mystery', 'Drama']"
33970,['Drama']
33971,"['Drama', 'Thriller']"
33972,['Comedy']
33973,['Drama']
33974,['Drama']
33975,['Crime']
33976,"['Drama', 'Fantasy', 'Romance']"
33977,"['Comedy', 'Drama']"
33978,"['Romance', 'Drama']"
33979,"['Comedy', 'Drama']"
33980,['Drama']
33981,"['Comedy', 'Drama']"
33982,"['Drama', 'Romance', 'Western']"
33983,"['Action', 'Adventure', 'Romance']"
33984,['Drama']
33985,['Animation']
33986,['Drama']
33987,"['Drama', 'Thriller']"
33988,['Documentary']
33989,['Comedy']
33990,['Horror']
33991,['Horror']
33992,['Horror']
33993,"['Science Fiction', 'Horror', 'Action']"
33994,"['Family', 'Drama', 'Fantasy', 'Comedy', 'Science Fiction']"
33995,"['Action', 'Adventure', 'Fantasy']"
33996,"['Action', 'Adventure', 'Fantasy']"
33997,"['Comedy', 'Science Fiction']"
33998,['Comedy']
33999,"['Action', 'Adventure']"
34000,['Documentary']
34001,"['Music', 'Documentary']"
34002,['Comedy']
34003,"['Adventure', 'Animation', 'Comedy', 'Family']"
34004,"['Action', 'Comedy']"
34005,"['Drama', 'Comedy', 'Romance']"
34006,"['Comedy', 'Drama']"
34007,"['Drama', 'Action', 'Comedy', 'Thriller']"
34008,"['Action', 'Animation', 'Science Fiction']"
34009,"['Comedy', 'Crime', 'Drama', 'Foreign']"
34010,['Documentary']
34011,"['Drama', 'Action']"
34012,"['Drama', 'Science Fiction']"
34013,['Drama']
34014,['Documentary']
34015,"['Horror', 'Science Fiction']"
34016,"['Comedy', 'Thriller', 'Romance']"
34017,['Documentary']
34018,['Documentary']
34019,"['Adventure', 'Thriller']"
34020,"['Documentary', 'Foreign']"
34021,"['Drama', 'Adventure']"
34022,"['Drama', 'Action', 'Adventure']"
34023,"['Western', 'Action', 'Romance']"
34024,"['Foreign', 'Drama', 'Comedy']"
34025,"['Action', 'Adventure']"
34026,"['Western', 'War']"
34027,"['Drama', 'Western', 'Romance', 'Action']"
34028,['Comedy']
34029,"['Horror', 'Science Fiction']"
34030,"['Action', 'Documentary']"
34031,['Documentary']
34032,"['Documentary', 'Drama']"
34033,['Drama']
34034,"['Comedy', 'Romance', 'Fantasy']"
34035,"['Comedy', 'Drama', 'History']"
34036,"['Thriller', 'Action', 'Drama', 'History']"
34037,"['Romance', 'Drama']"
34038,['Western']
34039,['Western']
34040,['Western']
34041,['Western']
34042,['Western']
34043,['Horror']
34044,"['Drama', 'Foreign']"
34045,"['Drama', 'Comedy', 'Romance', 'Foreign']"
34046,['Drama']
34047,"['Drama', 'Foreign']"
34048,['Documentary']
34049,"['Drama', 'Crime', 'Thriller']"
34050,"['Mystery', 'Horror', 'Thriller']"
34051,['Documentary']
34052,"['Science Fiction', 'Thriller', 'Fantasy']"
34053,['Drama']
34054,"['Animation', 'Comedy', 'Romance']"
34055,"['Drama', 'Romance']"
34056,['Comedy']
34057,['Documentary']
34058,"['Science Fiction', 'Drama']"
34059,"['Drama', 'History']"
34060,"['Horror', 'Science Fiction']"
34061,"['Drama', 'Romance', 'Comedy']"
34062,['Drama']
34063,"['Drama', 'Action', 'Adventure']"
34064,['Drama']
34065,"['Horror', 'Thriller']"
34066,"['Action', 'Comedy']"
34067,['Drama']
34068,"['Foreign', 'Crime', 'Horror', 'Drama', 'Action']"
34069,"['Adventure', 'Science Fiction', 'Action']"
34070,"['Drama', 'Fantasy']"
34071,"['Thriller', 'Horror']"
34072,['Comedy']
34073,"['Drama', 'TV Movie']"
34074,"['Drama', 'Music']"
34075,"['Drama', 'History']"
34076,['Documentary']
34077,"['Drama', 'Romance']"
34078,"['Thriller', 'Mystery', 'Crime', 'Drama']"
34079,"['Drama', 'Horror', 'Thriller']"
34080,"['Romance', 'Comedy']"
34081,"['Adventure', 'Documentary']"
34082,['Documentary']
34083,"['Drama', 'Comedy', 'Romance']"
34084,"['Thriller', 'Drama', 'Fantasy']"
34085,['Documentary']
34086,"['Thriller', 'Crime']"
34087,['Documentary']
34088,"['Drama', 'History', 'War', 'Action']"
34089,"['Drama', 'Romance', 'Comedy']"
34090,"['Drama', 'Romance', 'Thriller']"
34091,['Drama']
34092,"['Action', 'Comedy', 'Drama']"
34093,['Documentary']
34094,"['Drama', 'Thriller']"
34095,"['Drama', 'History', 'Romance']"
34096,['Drama']
34097,['Drama']
34098,"['TV Movie', 'Drama']"
34099,"['Horror', 'Mystery']"
34100,"['Horror', 'Mystery', 'Thriller']"
34101,['Drama']
34102,"['Comedy', 'Horror', 'Foreign']"
34103,['Horror']
34104,['Drama']
34105,['Documentary']
34106,['Documentary']
34107,"['Fantasy', 'Comedy', 'Drama']"
34108,"['Adventure', 'Fantasy', 'Action', 'Science Fiction', 'Foreign']"
34109,"['Drama', 'Horror', 'Mystery', 'Thriller']"
34110,"['Drama', 'Romance']"
34111,"['Comedy', 'Romance', 'Foreign']"
34112,"['Comedy', 'Mystery']"
34113,"['Horror', 'Thriller']"
34114,"['Action', 'Comedy', 'Thriller', 'Crime', 'Music', 'Romance']"
34115,"['Action', 'Comedy', 'Science Fiction']"
34116,['Comedy']
34117,['Documentary']
34118,['Drama']
34119,['History']
34120,['Action']
34121,['Documentary']
34122,['Comedy']
34123,['Documentary']
34124,"['Drama', 'Science Fiction', 'Thriller']"
34125,"['Thriller', 'Foreign']"
34126,['Drama']
34127,"['Family', 'Documentary', 'Adventure']"
34128,['Drama']
34129,"['Adventure', 'Animation']"
34130,"['Comedy', 'Drama']"
34131,['Animation']
34132,"['Drama', 'Crime', 'History']"
34133,['Drama']
34134,"['Drama', 'Family']"
34135,"['Thriller', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Science Fiction']"
34136,"['Documentary', 'Comedy']"
34137,"['Thriller', 'Horror']"
34138,['Drama']
34139,['Comedy']
34140,['Drama']
34141,"['Drama', 'Music']"
34142,"['Horror', 'Science Fiction']"
34143,"['Horror', 'Thriller', 'TV Movie', 'Science Fiction']"
34144,['Mystery']
34145,"['Drama', 'Comedy', 'Thriller']"
34146,['Documentary']
34147,['Drama']
